Date,Temperature,Snowfall,Activity,Visitors,Rating
2024-01-26 00:00:00,4.5,1.5,Skiing,96,5
2024-01-26 01:00:00,-19.8,7.4,Ice Skating,42,5
2024-01-26 02:00:00,-30.5,1.5,Skiing,114,4
2024-01-26 03:00:00,4.3,1.2,Snowboarding,92,2
2024-01-26 04:00:00,-18.7,14.4,Ice Skating,13,5
2024-01-26 05:00:00,-7.2,0.1,Skiing,32,5
2024-01-26 06:00:00,-16.7,16.8,Ice Skating,62,5
2024-01-26 07:00:00,-23.0,0.8,Ice Skating,122,4
2024-01-26 08:00:00,0.4,8.6,Snowboarding,142,3
2024-01-26 09:00:00,2.6,1.6,Snowboarding,27,4
2024-01-26 10:00:00,-10.8,2.2,Snowboarding,26,3
2024-01-26 11:00:00,-30.9,1.2,Skiing,195,4
2024-01-26 12:00:00,-10.5,4.4,Skiing,116,2
2024-01-26 13:00:00,-1.1,2.1,Skiing,122,2
2024-01-26 14:00:00,-19.8,5.4,Snowboarding,131,5
2024-01-26 15:00:00,-3.2,0.1,Ice Skating,193,4
2024-01-26 16:00:00,-5.2,0.3,Snowboarding,177,3
2024-01-26 17:00:00,0.8,0.5,Skiing,96,3
2024-01-26 18:00:00,-3.8,2.7,Skiing,11,2
2024-01-26 19:00:00,-14.7,8.4,Skiing,130,5
2024-01-26 20:00:00,7.0,11.0,Snowboarding,112,3
2024-01-26 21:00:00,-6.6,1.4,Skiing,158,4
2024-01-26 22:00:00,-5.3,4.3,Snowboarding,189,5
2024-01-26 23:00:00,-14.3,7.3,Ice Skating,161,4
2024-01-27 00:00:00,-9.4,1.7,Snowboarding,62,4
2024-01-27 01:00:00,-13.8,2.6,Skiing,175,2
2024-01-27 02:00:00,-6.7,3.7,Ice Skating,157,4
2024-01-27 03:00:00,12.1,0.7,Skiing,59,1
2024-01-27 04:00:00,-18.7,0.1,Ice Skating,176,5
2024-01-27 05:00:00,-21.1,0.8,Skiing,69,1
2024-01-27 06:00:00,9.7,4.9,Snowboarding,123,4
2024-01-27 07:00:00,-7.1,0.4,Skiing,117,4
2024-01-27 08:00:00,-11.7,1.1,Snowboarding,48,2
2024-01-27 09:00:00,5.4,2.1,Snowboarding,80,2
2024-01-27 10:00:00,-11.1,0.4,Ice Skating,137,2
2024-01-27 11:00:00,13.3,1.1,Snowboarding,42,2
2024-01-27 12:00:00,1.8,12.1,Snowboarding,166,3
2024-01-27 13:00:00,-9.9,0.1,Snowboarding,83,2
2024-01-27 14:00:00,16.6,5.3,Ice Skating,19,4
2024-01-27 15:00:00,-11.1,2.4,Skiing,140,4
2024-01-27 16:00:00,2.4,5.6,Skiing,118,5
2024-01-27 17:00:00,,4.4,Snowboarding,168,1
2024-01-27 18:00:00,8.0,1.3,Snowboarding,36,3
2024-01-27 19:00:00,10.6,9.4,Skiing,36,3
2024-01-27 20:00:00,-4.7,3.4,Snowboarding,120,5
2024-01-27 21:00:00,-12.5,8.6,Skiing,18,5
2024-01-27 22:00:00,-0.4,2.6,Ice Skating,15,2
2024-01-27 23:00:00,-11.8,20.9,Snowboarding,143,5
2024-01-28 00:00:00,15.1,7.4,Snowboarding,35,3
2024-01-28 01:00:00,-3.6,16.9,Skiing,52,1
2024-01-28 02:00:00,-8.7,3.6,Skiing,28,1
2024-01-28 03:00:00,-3.2,3.2,Ice Skating,25,3
2024-01-28 04:00:00,-18.5,7.0,Snowboarding,114,2
2024-01-28 05:00:00,-14.7,10.6,Skiing,32,1
2024-01-28 06:00:00,7.0,16.6,Ice Skating,166,1
2024-01-28 07:00:00,-11.6,2.0,Skiing,175,2
2024-01-28 08:00:00,-15.5,8.0,Skiing,68,1
2024-01-28 09:00:00,0.4,1.2,Ice Skating,57,4
2024-01-28 10:00:00,6.9,3.9,Ice Skating,157,3
2024-01-28 11:00:00,2.2,1.0,Ice Skating,30,1
2024-01-28 12:00:00,5.0,2.1,Ice Skating,165,1
2024-01-28 13:00:00,-12.6,13.4,Ice Skating,187,2
2024-01-28 14:00:00,,0.8,Ice Skating,42,1
2024-01-28 15:00:00,10.0,5.0,Snowboarding,123,2
2024-01-28 16:00:00,-8.2,4.5,Ice Skating,49,3
2024-01-28 17:00:00,-7.5,0.6,Snowboarding,191,4
2024-01-28 18:00:00,8.3,2.0,Skiing,19,5
2024-01-28 19:00:00,0.6,4.1,Skiing,171,3
2024-01-28 20:00:00,,1.0,Ice Skating,82,1
2024-01-28 21:00:00,16.7,8.1,Skiing,45,4
2024-01-28 22:00:00,,17.9,Ice Skating,84,5
2024-01-28 23:00:00,4.3,1.2,Ice Skating,144,5
2024-01-29 00:00:00,-4.4,1.0,Snowboarding,124,1
2024-01-29 01:00:00,-2.3,3.0,Skiing,25,5
2024-01-29 02:00:00,10.3,6.9,Ice Skating,188,5
2024-01-29 03:00:00,0.1,1.7,Skiing,198,3
2024-01-29 04:00:00,,0.1,Snowboarding,168,3
2024-01-29 05:00:00,5.7,3.9,Skiing,169,5
2024-01-29 06:00:00,-8.6,15.7,Snowboarding,54,2
2024-01-29 07:00:00,-13.4,2.5,Snowboarding,36,1
2024-01-29 08:00:00,-15.4,2.7,Snowboarding,31,2
2024-01-29 09:00:00,-24.7,17.4,Ice Skating,152,2
2024-01-29 10:00:00,15.6,5.9,Ice Skating,17,5
2024-01-29 11:00:00,-16.0,6.4,Skiing,125,1
2024-01-29 12:00:00,-7.2,4.1,Ice Skating,145,2
2024-01-29 13:00:00,-7.8,18.4,Ice Skating,96,3
2024-01-29 14:00:00,-1.9,5.8,Skiing,126,3
2024-01-29 15:00:00,3.2,11.3,Snowboarding,25,1
2024-01-29 16:00:00,3.6,6.0,Snowboarding,185,2
2024-01-29 17:00:00,-10.8,6.6,Skiing,171,4
2024-01-29 18:00:00,-6.7,1.7,Ice Skating,122,4
2024-01-29 19:00:00,-2.2,1.8,Skiing,66,1
2024-01-29 20:00:00,-7.5,7.6,Skiing,142,1
2024-01-29 21:00:00,11.1,1.8,Ice Skating,53,4
2024-01-29 22:00:00,-0.1,4.1,Skiing,80,2
2024-01-29 23:00:00,2.3,1.4,Ice Skating,46,2
2024-01-30 00:00:00,,8.5,Ice Skating,133,5
2024-01-30 01:00:00,6.7,0.6,Skiing,37,1
2024-01-30 02:00:00,-3.2,8.8,Snowboarding,77,2
2024-01-30 03:00:00,-18.0,4.6,Ice Skating,122,4
2024-01-30 04:00:00,-1.0,1.0,Snowboarding,175,4
2024-01-30 05:00:00,-11.5,3.9,Ice Skating,55,3
2024-01-30 06:00:00,-10.3,1.7,Snowboarding,109,2
2024-01-30 07:00:00,0.9,2.0,Skiing,35,5
2024-01-30 08:00:00,7.4,2.2,Ice Skating,84,5
2024-01-30 09:00:00,-4.8,0.3,Skiing,190,1
2024-01-30 10:00:00,-1.9,21.3,Skiing,121,3
2024-01-30 11:00:00,12.0,0.2,Skiing,72,4
2024-01-30 12:00:00,-2.6,5.4,Ice Skating,121,4
2024-01-30 13:00:00,21.0,2.3,Skiing,175,1
2024-01-30 14:00:00,0.7,5.2,Skiing,152,5
2024-01-30 15:00:00,-22.6,2.2,Ice Skating,108,5
2024-01-30 16:00:00,2.5,5.6,Skiing,18,4
2024-01-30 17:00:00,,6.5,Ice Skating,84,1
2024-01-30 18:00:00,7.9,5.9,Skiing,31,2
2024-01-30 19:00:00,1.7,0.6,Snowboarding,193,3
2024-01-30 20:00:00,-6.4,5.3,Skiing,46,5
2024-01-30 21:00:00,-17.2,1.6,Snowboarding,66,5
2024-01-30 22:00:00,-7.1,0.1,Ice Skating,197,5
2024-01-30 23:00:00,-13.5,2.7,Snowboarding,123,2
2024-01-31 00:00:00,-10.8,2.8,Ice Skating,149,2
2024-01-31 01:00:00,0.9,3.1,Skiing,144,3
2024-01-31 02:00:00,11.7,6.1,Snowboarding,112,5
2024-01-31 03:00:00,-1.1,1.8,Skiing,50,4
2024-01-31 04:00:00,-17.0,1.9,Snowboarding,161,5
2024-01-31 05:00:00,-0.6,0.3,Ice Skating,162,3
2024-01-31 06:00:00,7.0,5.8,Ice Skating,199,3
2024-01-31 07:00:00,-11.1,4.2,Ice Skating,114,4
2024-01-31 08:00:00,-6.3,2.1,Ice Skating,115,2
2024-01-31 09:00:00,-4.9,6.1,Skiing,53,4
2024-01-31 10:00:00,-12.8,3.9,Skiing,139,3
2024-01-31 11:00:00,1.5,3.2,Skiing,179,4
2024-01-31 12:00:00,-6.2,3.6,Skiing,170,5
2024-01-31 13:00:00,-0.8,5.1,Skiing,154,3
2024-01-31 14:00:00,-13.9,5.4,Ice Skating,131,2
2024-01-31 15:00:00,-9.4,1.7,Skiing,159,2
2024-01-31 16:00:00,2.2,0.8,Skiing,10,4
2024-01-31 17:00:00,-8.7,0.9,Skiing,103,4
2024-01-31 18:00:00,12.3,5.1,Ice Skating,191,4
2024-01-31 19:00:00,-9.0,10.3,Ice Skating,23,5
2024-01-31 20:00:00,-2.8,2.6,Ice Skating,109,2
2024-01-31 21:00:00,4.3,0.9,Ice Skating,111,3
2024-01-31 22:00:00,-19.2,7.1,Skiing,62,3
2024-01-31 23:00:00,-22.6,8.9,Skiing,15,2
2024-02-01 00:00:00,-20.3,10.6,Snowboarding,99,4
2024-02-01 01:00:00,7.6,4.7,Skiing,73,1
2024-02-01 02:00:00,-10.5,9.9,Ice Skating,97,4
2024-02-01 03:00:00,20.6,0.1,Ice Skating,42,2
2024-02-01 04:00:00,-10.6,0.6,Skiing,81,5
2024-02-01 05:00:00,-3.2,0.5,Snowboarding,53,4
2024-02-01 06:00:00,10.4,6.2,Ice Skating,116,3
2024-02-01 07:00:00,15.1,0.4,Snowboarding,43,5
2024-02-01 08:00:00,15.6,3.4,Ice Skating,171,2
2024-02-01 09:00:00,7.1,3.2,Ice Skating,161,1
2024-02-01 10:00:00,5.2,1.9,Skiing,11,4
2024-02-01 11:00:00,0.9,10.2,Ice Skating,145,5
2024-02-01 12:00:00,2.8,0.9,Snowboarding,126,5
2024-02-01 13:00:00,-10.5,2.2,Snowboarding,162,3
2024-02-01 14:00:00,-13.2,7.4,Skiing,130,4
2024-02-01 15:00:00,-5.0,0.2,Ice Skating,41,1
2024-02-01 16:00:00,-6.7,5.6,Snowboarding,65,5
2024-02-01 17:00:00,-9.5,8.5,Skiing,103,3
2024-02-01 18:00:00,2.0,13.5,Snowboarding,16,4
2024-02-01 19:00:00,4.6,10.4,Skiing,185,4
2024-02-01 20:00:00,-4.1,1.9,Snowboarding,97,1
2024-02-01 21:00:00,9.8,4.4,Ice Skating,191,3
2024-02-01 22:00:00,-16.4,0.4,Snowboarding,139,1
2024-02-01 23:00:00,-6.9,1.5,Snowboarding,44,5
2024-02-02 00:00:00,-12.2,0.5,Skiing,107,2
2024-02-02 01:00:00,-23.7,1.9,Skiing,31,2
2024-02-02 02:00:00,-5.8,10.4,Skiing,68,1
2024-02-02 03:00:00,-6.2,2.1,Snowboarding,186,1
2024-02-02 04:00:00,10.1,4.1,Skiing,61,2
2024-02-02 05:00:00,1.3,2.8,Ice Skating,158,5
2024-02-02 06:00:00,-15.2,3.1,Skiing,149,1
2024-02-02 07:00:00,13.5,17.5,Skiing,20,5
2024-02-02 08:00:00,7.2,1.8,Ice Skating,191,5
2024-02-02 09:00:00,0.8,4.9,Skiing,131,3
2024-02-02 10:00:00,-7.3,2.7,Skiing,23,5
2024-02-02 11:00:00,-14.6,0.3,Snowboarding,42,4
2024-02-02 12:00:00,-8.7,3.4,Snowboarding,111,2
2024-02-02 13:00:00,5.9,8.4,Skiing,86,2
2024-02-02 14:00:00,13.8,0.5,Ice Skating,35,1
2024-02-02 15:00:00,10.4,0.4,Skiing,151,1
2024-02-02 16:00:00,-9.9,0.8,Skiing,185,3
2024-02-02 17:00:00,-16.2,7.2,Skiing,74,3
2024-02-02 18:00:00,-3.6,6.4,Snowboarding,55,4
2024-02-02 19:00:00,-22.7,4.2,Ice Skating,136,1
2024-02-02 20:00:00,-1.8,3.2,Ice Skating,192,2
2024-02-02 21:00:00,-6.5,11.0,Ice Skating,103,4
2024-02-02 22:00:00,-9.7,7.3,Snowboarding,83,1
2024-02-02 23:00:00,,8.4,Snowboarding,137,4
2024-02-03 00:00:00,0.1,8.4,Skiing,83,5
2024-02-03 01:00:00,-10.3,5.1,Snowboarding,149,5
2024-02-03 02:00:00,-16.7,3.1,Skiing,191,4
2024-02-03 03:00:00,-33.7,10.0,Snowboarding,111,1
2024-02-03 04:00:00,-5.3,13.0,Skiing,56,5
2024-02-03 05:00:00,12.7,0.1,Snowboarding,174,5
2024-02-03 06:00:00,11.6,0.3,Ice Skating,178,4
2024-02-03 07:00:00,-9.6,15.9,Skiing,36,5
2024-02-03 08:00:00,-11.0,1.6,Snowboarding,179,2
2024-02-03 09:00:00,-0.3,10.3,Snowboarding,95,5
2024-02-03 10:00:00,-15.0,2.5,Skiing,77,4
2024-02-03 11:00:00,-2.0,0.6,Snowboarding,166,5
2024-02-03 12:00:00,2.7,0.4,Ice Skating,173,5
2024-02-03 13:00:00,7.3,0.9,Skiing,118,3
2024-02-03 14:00:00,-6.0,1.4,Skiing,66,4
2024-02-03 15:00:00,-7.0,3.4,Skiing,149,4
2024-02-03 16:00:00,-13.8,6.0,Skiing,182,3
2024-02-03 17:00:00,-13.3,21.5,Skiing,157,3
2024-02-03 18:00:00,-7.3,2.9,Ice Skating,54,2
2024-02-03 19:00:00,-1.3,3.7,Skiing,32,5
2024-02-03 20:00:00,4.1,3.7,Ice Skating,199,1
2024-02-03 21:00:00,-13.0,3.9,Ice Skating,43,1
2024-02-03 22:00:00,9.9,3.6,Ice Skating,30,3
2024-02-03 23:00:00,-7.7,0.0,Skiing,188,4
2024-02-04 00:00:00,-5.2,0.0,Ice Skating,146,4
2024-02-04 01:00:00,-12.5,0.5,Skiing,122,2
2024-02-04 02:00:00,-29.2,0.5,Ice Skating,19,1
2024-02-04 03:00:00,3.8,6.1,Skiing,61,4
2024-02-04 04:00:00,2.4,1.1,Snowboarding,54,2
2024-02-04 05:00:00,-7.8,11.3,Snowboarding,189,2
2024-02-04 06:00:00,-4.3,13.2,Ice Skating,39,3
2024-02-04 07:00:00,0.2,18.6,Snowboarding,139,1
2024-02-04 08:00:00,-20.6,14.0,Ice Skating,186,2
2024-02-04 09:00:00,-10.3,1.6,Ice Skating,105,2
2024-02-04 10:00:00,2.9,3.6,Ice Skating,182,2
2024-02-04 11:00:00,-17.5,1.0,Snowboarding,26,1
2024-02-04 12:00:00,-2.1,8.2,Ice Skating,37,3
2024-02-04 13:00:00,-18.6,11.0,Snowboarding,135,5
2024-02-04 14:00:00,-0.3,9.5,Snowboarding,54,4
2024-02-04 15:00:00,-5.4,2.8,Skiing,26,1
2024-02-04 16:00:00,-21.2,7.1,Snowboarding,196,1
2024-02-04 17:00:00,6.6,0.5,Skiing,151,1
2024-02-04 18:00:00,-12.3,0.2,Ice Skating,125,5
2024-02-04 19:00:00,-13.1,7.0,Ice Skating,147,4
2024-02-04 20:00:00,-3.0,2.8,Skiing,90,4
2024-02-04 21:00:00,6.5,27.1,Ice Skating,27,2
2024-02-04 22:00:00,-15.2,0.5,Skiing,44,2
2024-02-04 23:00:00,-4.4,9.7,Skiing,185,3
2024-02-05 00:00:00,-0.7,3.3,Ice Skating,67,1
2024-02-05 01:00:00,1.9,8.8,Skiing,124,3
2024-02-05 02:00:00,-3.2,8.5,Skiing,27,1
2024-02-05 03:00:00,-8.7,12.4,Skiing,189,4
2024-02-05 04:00:00,-13.3,1.8,Ice Skating,167,3
2024-02-05 05:00:00,-4.1,15.0,Ice Skating,46,4
2024-02-05 06:00:00,-15.7,0.8,Ice Skating,49,2
2024-02-05 07:00:00,,0.4,Ice Skating,15,4
2024-02-05 08:00:00,-0.6,2.8,Ice Skating,88,5
2024-02-05 09:00:00,4.0,8.8,Snowboarding,172,3
2024-02-05 10:00:00,-28.6,3.2,Snowboarding,163,1
2024-02-05 11:00:00,-15.1,8.8,Skiing,114,4
2024-02-05 12:00:00,1.2,6.5,Snowboarding,100,3
2024-02-05 13:00:00,15.6,1.2,Ice Skating,167,1
2024-02-05 14:00:00,-4.8,14.9,Ice Skating,84,3
2024-02-05 15:00:00,-12.3,0.3,Ice Skating,125,3
2024-02-05 16:00:00,-6.8,11.4,Skiing,161,5
2024-02-05 17:00:00,8.7,1.8,Skiing,131,4
2024-02-05 18:00:00,-11.5,3.5,Skiing,64,5
2024-02-05 19:00:00,-13.0,2.7,Skiing,18,2
2024-02-05 20:00:00,-9.8,0.9,Skiing,115,3
2024-02-05 21:00:00,-14.5,2.2,Skiing,71,4
2024-02-05 22:00:00,-3.8,1.1,Snowboarding,120,2
2024-02-05 23:00:00,11.2,1.1,Ice Skating,155,2
2024-02-06 00:00:00,-1.8,1.0,Snowboarding,60,5
2024-02-06 01:00:00,-7.5,3.4,Skiing,112,2
2024-02-06 02:00:00,-7.9,8.0,Ice Skating,28,1
2024-02-06 03:00:00,-20.6,4.2,Ice Skating,78,1
2024-02-06 04:00:00,3.8,11.2,Ice Skating,126,1
2024-02-06 05:00:00,-5.8,5.1,Snowboarding,91,2
2024-02-06 06:00:00,-6.8,5.8,Ice Skating,132,3
2024-02-06 07:00:00,26.9,5.5,Skiing,42,4
2024-02-06 08:00:00,-2.0,3.0,Skiing,117,1
2024-02-06 09:00:00,-12.5,5.8,Snowboarding,175,1
2024-02-06 10:00:00,-9.3,0.4,Snowboarding,22,1
2024-02-06 11:00:00,6.5,9.8,Skiing,186,5
2024-02-06 12:00:00,-3.9,7.5,Snowboarding,82,5
2024-02-06 13:00:00,,1.4,Ice Skating,99,1
2024-02-06 14:00:00,4.2,7.3,Snowboarding,190,1
2024-02-06 15:00:00,,0.1,Ice Skating,138,5
2024-02-06 16:00:00,,1.2,Ice Skating,21,4
2024-02-06 17:00:00,5.8,0.3,Ice Skating,161,3
2024-02-06 18:00:00,-9.5,7.6,Ice Skating,138,4
2024-02-06 19:00:00,7.8,7.1,Ice Skating,77,3
2024-02-06 20:00:00,-4.3,8.4,Skiing,144,2
2024-02-06 21:00:00,3.5,0.0,Skiing,125,2
2024-02-06 22:00:00,-0.2,3.5,Skiing,101,4
2024-02-06 23:00:00,-13.5,6.1,Ice Skating,48,5
2024-02-07 00:00:00,-11.4,0.8,Snowboarding,41,1
2024-02-07 01:00:00,5.3,5.2,Snowboarding,186,2
2024-02-07 02:00:00,-8.3,0.4,Ice Skating,168,5
2024-02-07 03:00:00,-9.0,1.0,Snowboarding,117,5
2024-02-07 04:00:00,-14.6,3.2,Ice Skating,88,3
2024-02-07 05:00:00,-0.8,5.3,Snowboarding,12,2
2024-02-07 06:00:00,15.6,0.8,Ice Skating,119,4
2024-02-07 07:00:00,-15.7,1.0,Snowboarding,184,5
2024-02-07 08:00:00,,1.1,Snowboarding,120,4
2024-02-07 09:00:00,9.1,1.4,Skiing,24,4
2024-02-07 10:00:00,-5.8,1.3,Snowboarding,60,2
2024-02-07 11:00:00,-0.5,2.5,Snowboarding,116,4
2024-02-07 12:00:00,-15.6,5.3,Ice Skating,30,4
2024-02-07 13:00:00,-0.7,2.9,Snowboarding,50,1
2024-02-07 14:00:00,-6.9,7.5,Snowboarding,129,4
2024-02-07 15:00:00,4.9,6.4,Snowboarding,12,1
2024-02-07 16:00:00,6.9,0.7,Snowboarding,138,2
2024-02-07 17:00:00,20.9,0.3,Snowboarding,158,4
2024-02-07 18:00:00,0.8,10.5,Skiing,89,5
2024-02-07 19:00:00,-1.7,0.4,Snowboarding,108,4
2024-02-07 20:00:00,-3.1,0.8,Ice Skating,158,1
2024-02-07 21:00:00,-8.5,0.1,Ice Skating,114,5
2024-02-07 22:00:00,-1.6,4.9,Snowboarding,104,2
2024-02-07 23:00:00,-8.0,4.4,Snowboarding,186,3
2024-02-08 00:00:00,-3.3,21.7,Snowboarding,74,3
2024-02-08 01:00:00,8.2,10.9,Skiing,50,1
2024-02-08 02:00:00,-15.1,2.6,Ice Skating,76,2
2024-02-08 03:00:00,6.4,2.3,Skiing,133,2
2024-02-08 04:00:00,8.2,1.8,Skiing,51,4
2024-02-08 05:00:00,-6.2,0.8,Snowboarding,78,3
2024-02-08 06:00:00,-26.2,0.7,Snowboarding,194,4
2024-02-08 07:00:00,-11.1,0.7,Ice Skating,180,2
2024-02-08 08:00:00,8.0,0.6,Snowboarding,110,1
2024-02-08 09:00:00,-5.2,1.4,Ice Skating,149,1
2024-02-08 10:00:00,-15.0,1.8,Skiing,73,5
2024-02-08 11:00:00,-10.0,16.3,Ice Skating,117,1
2024-02-08 12:00:00,3.4,4.3,Ice Skating,60,3
2024-02-08 13:00:00,0.5,21.9,Ice Skating,82,5
2024-02-08 14:00:00,-7.4,2.3,Skiing,69,3
2024-02-08 15:00:00,-8.7,3.1,Skiing,89,4
2024-02-08 16:00:00,,2.0,Snowboarding,165,4
2024-02-08 17:00:00,-14.2,1.0,Snowboarding,133,1
2024-02-08 18:00:00,11.2,0.8,Ice Skating,23,5
2024-02-08 19:00:00,-8.2,14.5,Ice Skating,169,3
2024-02-08 20:00:00,7.2,21.6,Skiing,17,3
2024-02-08 21:00:00,10.2,0.2,Skiing,36,2
2024-02-08 22:00:00,5.0,0.8,Skiing,59,1
2024-02-08 23:00:00,-9.3,2.8,Ice Skating,196,4
2024-02-09 00:00:00,-1.0,1.0,Ice Skating,66,2
2024-02-09 01:00:00,-5.2,2.3,Skiing,12,4
2024-02-09 02:00:00,-14.0,0.7,Ice Skating,164,4
2024-02-09 03:00:00,-1.8,3.0,Skiing,43,3
2024-02-09 04:00:00,-16.8,1.6,Snowboarding,35,4
2024-02-09 05:00:00,6.9,2.2,Skiing,177,5
2024-02-09 06:00:00,-9.6,0.5,Ice Skating,124,4
2024-02-09 07:00:00,-3.0,2.8,Ice Skating,95,5
2024-02-09 08:00:00,-2.2,20.4,Ice Skating,169,4
2024-02-09 09:00:00,-7.6,2.0,Ice Skating,178,2
2024-02-09 10:00:00,0.9,10.5,Skiing,139,3
2024-02-09 11:00:00,-9.7,9.3,Skiing,120,2
2024-02-09 12:00:00,3.7,15.2,Snowboarding,115,3
2024-02-09 13:00:00,-18.5,7.8,Skiing,144,2
2024-02-09 14:00:00,-3.7,5.4,Snowboarding,28,1
2024-02-09 15:00:00,14.4,9.7,Skiing,42,4
2024-02-09 16:00:00,-15.0,0.4,Skiing,11,4
2024-02-09 17:00:00,-11.8,3.1,Ice Skating,24,1
2024-02-09 18:00:00,0.1,22.7,Snowboarding,30,1
2024-02-09 19:00:00,-3.2,7.3,Ice Skating,87,5
2024-02-09 20:00:00,-1.5,16.4,Ice Skating,68,2
2024-02-09 21:00:00,-0.1,7.6,Skiing,113,4
2024-02-09 22:00:00,1.3,10.4,Skiing,91,5
2024-02-09 23:00:00,6.1,6.1,Snowboarding,127,4
2024-02-10 00:00:00,-0.9,7.1,Snowboarding,122,1
2024-02-10 01:00:00,-7.4,3.7,Skiing,48,5
2024-02-10 02:00:00,1.7,12.9,Snowboarding,29,5
2024-02-10 03:00:00,14.0,8.7,Skiing,10,5
2024-02-10 04:00:00,-6.3,9.3,Skiing,82,2
2024-02-10 05:00:00,-14.7,5.6,Skiing,18,5
2024-02-10 06:00:00,6.1,1.8,Snowboarding,60,4
2024-02-10 07:00:00,-6.2,0.2,Ice Skating,175,2
2024-02-10 08:00:00,-26.7,13.7,Snowboarding,24,4
2024-02-10 09:00:00,3.5,4.4,Ice Skating,93,5
2024-02-10 10:00:00,-10.4,1.8,Snowboarding,50,5
2024-02-10 11:00:00,-5.9,0.8,Ice Skating,184,4
2024-02-10 12:00:00,-1.7,8.8,Ice Skating,163,3
2024-02-10 13:00:00,,9.1,Snowboarding,63,5
2024-02-10 14:00:00,2.1,8.4,Snowboarding,128,5
2024-02-10 15:00:00,-9.4,5.2,Ice Skating,176,2
2024-02-10 16:00:00,0.1,2.3,Skiing,26,4
2024-02-10 17:00:00,-7.6,1.8,Ice Skating,137,5
2024-02-10 18:00:00,2.4,0.0,Ice Skating,101,4
2024-02-10 19:00:00,1.2,9.0,Skiing,18,2
2024-02-10 20:00:00,,0.5,Ice Skating,55,4
2024-02-10 21:00:00,5.9,5.0,Skiing,143,4
2024-02-10 22:00:00,-10.4,3.5,Skiing,25,2
2024-02-10 23:00:00,3.1,3.7,Snowboarding,121,5
2024-02-11 00:00:00,-1.3,13.1,Ice Skating,96,4
2024-02-11 01:00:00,13.4,0.2,Ice Skating,166,3
2024-02-11 02:00:00,-7.2,7.4,Skiing,178,5
2024-02-11 03:00:00,-8.5,0.3,Ice Skating,71,2
2024-02-11 04:00:00,-5.2,0.2,Skiing,113,1
2024-02-11 05:00:00,-8.0,2.8,Ice Skating,129,3
2024-02-11 06:00:00,3.0,0.3,Ice Skating,177,5
2024-02-11 07:00:00,-21.2,7.8,Skiing,199,2
2024-02-11 08:00:00,-15.5,3.8,Skiing,161,3
2024-02-11 09:00:00,-15.7,0.1,Ice Skating,143,5
2024-02-11 10:00:00,4.5,0.2,Ice Skating,49,1
2024-02-11 11:00:00,12.1,4.7,Skiing,67,5
2024-02-11 12:00:00,-6.0,8.2,Snowboarding,151,1
2024-02-11 13:00:00,-6.7,2.9,Snowboarding,87,1
2024-02-11 14:00:00,-4.3,4.0,Ice Skating,182,4
2024-02-11 15:00:00,6.6,8.0,Ice Skating,120,2
2024-02-11 16:00:00,-14.3,4.7,Ice Skating,108,4
2024-02-11 17:00:00,-2.6,1.3,Skiing,15,1
2024-02-11 18:00:00,4.8,4.7,Ice Skating,32,2
2024-02-11 19:00:00,0.0,4.9,Ice Skating,71,2
2024-02-11 20:00:00,-3.1,6.6,Ice Skating,26,2
2024-02-11 21:00:00,5.0,4.8,Snowboarding,93,3
2024-02-11 22:00:00,-32.0,17.4,Ice Skating,121,5
2024-02-11 23:00:00,1.8,1.1,Ice Skating,113,1
2024-02-12 00:00:00,-11.5,15.1,Skiing,134,2
2024-02-12 01:00:00,-23.3,3.9,Snowboarding,37,3
2024-02-12 02:00:00,0.1,5.6,Skiing,150,3
2024-02-12 03:00:00,,0.5,Ice Skating,166,1
2024-02-12 04:00:00,-6.4,2.4,Ice Skating,182,4
2024-02-12 05:00:00,4.5,7.3,Ice Skating,29,3
2024-02-12 06:00:00,11.1,6.1,Ice Skating,195,1
2024-02-12 07:00:00,8.1,0.2,Ice Skating,126,3
2024-02-12 08:00:00,11.4,4.0,Skiing,63,1
2024-02-12 09:00:00,2.4,0.5,Ice Skating,118,2
2024-02-12 10:00:00,-4.2,27.4,Ice Skating,73,4
2024-02-12 11:00:00,-21.0,11.4,Snowboarding,61,3
2024-02-12 12:00:00,-7.5,0.1,Snowboarding,52,3
2024-02-12 13:00:00,-13.4,9.8,Ice Skating,96,3
2024-02-12 14:00:00,16.7,12.6,Ice Skating,27,5
2024-02-12 15:00:00,-6.8,2.2,Ice Skating,93,5
2024-02-12 16:00:00,,6.4,Ice Skating,63,2
2024-02-12 17:00:00,0.5,2.9,Ice Skating,69,3
2024-02-12 18:00:00,-4.6,5.3,Ice Skating,132,4
2024-02-12 19:00:00,12.0,2.1,Skiing,80,5
2024-02-12 20:00:00,,1.9,Skiing,138,1
2024-02-12 21:00:00,-3.1,2.8,Skiing,122,1
2024-02-12 22:00:00,-12.4,0.8,Snowboarding,46,1
2024-02-12 23:00:00,-18.2,8.9,Ice Skating,58,2
2024-02-13 00:00:00,-11.1,2.1,Snowboarding,44,3
2024-02-13 01:00:00,-5.4,2.6,Snowboarding,114,3
2024-02-13 02:00:00,-9.3,11.2,Snowboarding,44,5
2024-02-13 03:00:00,-11.9,3.4,Skiing,18,1
2024-02-13 04:00:00,-19.1,3.9,Ice Skating,174,2
2024-02-13 05:00:00,-5.8,15.7,Ice Skating,69,4
2024-02-13 06:00:00,-20.0,10.9,Snowboarding,65,3
